"","CTYNAME","CENSUS2010POP","POPESTIMATE2019","BIRTHS2019","DEATHS2019","STNAME"
"2078","Williams County",22398,37589,725,234,"North Dakota"
"2080","Adams County",28550,27698,346,326,"Ohio"
"2081","Allen County",106331,102351,1214,1079,"Ohio"
"2082","Ashland County",53139,53484,586,580,"Ohio"
"2083","Ashtabula County",101497,97241,1111,1143,"Ohio"
"2084","Athens County",64757,65327,477,494,"Ohio"
"2085","Auglaize County",45949,45656,559,493,"Ohio"
"2086","Belmont County",70400,67006,608,856,"Ohio"
"2087","Brown County",44846,43432,490,518,"Ohio"
"2088","Butler County",368130,383134,4455,3467,"Ohio"
"2089","Carroll County",28836,26914,269,303,"Ohio"
"2090","Champaign County",40097,38885,412,398,"Ohio"
"2091","Clark County",138333,134083,1554,1661,"Ohio"
"2092","Clermont County",197363,206428,2283,1833,"Ohio"
"2093","Clinton County",42040,41968,470,458,"Ohio"
"2094","Columbiana County",107841,101883,982,1186,"Ohio"
"2095","Coshocton County",36901,36600,460,408,"Ohio"
"2096","Crawford County",43784,41494,455,498,"Ohio"
"2097","Cuyahoga County",1280122,1235072,14022,13527,"Ohio"
"2098","Darke County",52959,51113,618,604,"Ohio"
"2099","Defiance County",39037,38087,427,390,"Ohio"
"2100","Delaware County",174214,209177,2099,1237,"Ohio"
"2101","Erie County",77079,74266,778,916,"Ohio"
"2102","Fairfield County",146156,157574,1728,1402,"Ohio"
"2103","Fayette County",29030,28525,330,309,"Ohio"
"2104","Franklin County",1163414,1316756,18521,10027,"Ohio"
"2105","Fulton County",42698,42126,487,429,"Ohio"
"2106","Gallia County",30934,29898,353,389,"Ohio"
"2107","Geauga County",93389,93649,940,822,"Ohio"
"2108","Greene County",161573,168937,1716,1490,"Ohio"
"2109","Guernsey County",40087,38875,426,462,"Ohio"
"2110","Hamilton County",802374,817473,10671,7868,"Ohio"
"2111","Hancock County",74782,75783,881,722,"Ohio"
"2112","Hardin County",32058,31365,374,327,"Ohio"
"2113","Harrison County",15864,15040,144,203,"Ohio"
"2114","Henry County",28215,27006,313,262,"Ohio"
"2115","Highland County",43589,43161,530,482,"Ohio"
"2116","Hocking County",29380,28264,289,331,"Ohio"
"2117","Holmes County",42366,43960,783,327,"Ohio"
"2118","Huron County",59626,58266,698,589,"Ohio"
"2119","Jackson County",33225,32413,408,401,"Ohio"
"2120","Jefferson County",69709,65325,638,917,"Ohio"
"2121","Knox County",60921,62322,741,630,"Ohio"
"2122","Lake County",230041,230149,2192,2481,"Ohio"
"2123","Lawrence County",62450,59463,610,793,"Ohio"
"2124","Licking County",166492,176862,1924,1662,"Ohio"
"2125","Logan County",45858,45672,547,496,"Ohio"
"2126","Lorain County",301356,309833,3175,3093,"Ohio"
"2127","Lucas County",441815,428348,5298,4561,"Ohio"
"2128","Madison County",43435,44731,441,394,"Ohio"
"2129","Mahoning County",238823,228683,2355,2934,"Ohio"
"2130","Marion County",66501,65093,734,731,"Ohio"
"2131","Medina County",172332,179746,1674,1541,"Ohio"
"2132","Meigs County",23770,22907,243,307,"Ohio"
"2133","Mercer County",40814,41172,644,385,"Ohio"
"2134","Miami County",102506,106987,1153,1050,"Ohio"
"2135","Monroe County",14642,13654,116,196,"Ohio"
"2136","Montgomery County",535153,531687,6522,5966,"Ohio"
"2137","Morgan County",15054,14508,135,160,"Ohio"
"2138","Morrow County",34827,35328,381,316,"Ohio"
"2139","Muskingum County",86074,86215,1002,971,"Ohio"
"2140","Noble County",14645,14424,143,143,"Ohio"
"2141","Ottawa County",41428,40525,324,519,"Ohio"
"2142","Paulding County",19614,18672,218,203,"Ohio"
"2143","Perry County",36058,36134,420,369,"Ohio"
"2144","Pickaway County",55698,58457,604,587,"Ohio"
"2145","Pike County",28709,27772,334,379,"Ohio"
"2146","Portage County",161419,162466,1356,1462,"Ohio"
"2147","Preble County",42270,40882,441,463,"Ohio"
"2148","Putnam County",34499,33861,428,317,"Ohio"
"2149","Richland County",124475,121154,1319,1397,"Ohio"
"2150","Ross County",78064,76666,844,849,"Ohio"
"2151","Sandusky County",60944,58518,603,624,"Ohio"
"2152","Scioto County",79499,75314,825,958,"Ohio"
"2153","Seneca County",56745,55178,589,561,"Ohio"
"2154","Shelby County",49423,48590,613,442,"Ohio"
"2155","Stark County",375586,370606,3985,4092,"Ohio"
"2156","Summit County",541781,541013,5840,5734,"Ohio"
"2157","Trumbull County",210312,197974,2039,2477,"Ohio"
"2158","Tuscarawas County",92582,91987,1098,1048,"Ohio"
"2159","Union County",52300,58988,689,379,"Ohio"
"2160","Van Wert County",28744,28275,339,295,"Ohio"
"2161","Vinton County",13435,13085,144,157,"Ohio"
"2162","Warren County",212693,234602,2316,1858,"Ohio"
"2163","Washington County",61778,59911,594,725,"Ohio"
"2164","Wayne County",114520,115710,1446,1150,"Ohio"
"2165","Williams County",37642,36692,408,393,"Ohio"
"2166","Wood County",125488,130817,1319,1115,"Ohio"
"2167","Wyandot County",22615,21772,221,253,"Ohio"
"2169","Adair County",22683,22194,309,285,"Oklahoma"
"2170","Alfalfa County",5642,5702,47,54,"Oklahoma"
"2171","Atoka County",14182,13758,153,130,"Oklahoma"
"2172","Beaver County",5636,5311,52,46,"Oklahoma"
"2173","Beckham County",22119,21859,294,238,"Oklahoma"
"2174","Blaine County",11943,9429,116,104,"Oklahoma"
"2175","Bryan County",42416,47995,589,542,"Oklahoma"
"2176","Caddo County",29600,28762,374,390,"Oklahoma"
"2177","Canadian County",115541,148306,1829,1092,"Oklahoma"
"2178","Carter County",47557,48111,630,614,"Oklahoma"
"2179","Cherokee County",46987,48657,556,534,"Oklahoma"
"2180","Choctaw County",15205,14672,193,204,"Oklahoma"
"2181","Cimarron County",2475,2137,22,9,"Oklahoma"
"2182","Cleveland County",255755,284014,2735,2105,"Oklahoma"
"2183","Coal County",5925,5495,68,69,"Oklahoma"
"2184","Comanche County",124098,120749,1630,1095,"Oklahoma"
"2185","Cotton County",6193,5666,63,75,"Oklahoma"
"2186","Craig County",15029,14142,128,205,"Oklahoma"
"2187","Creek County",69967,71522,791,872,"Oklahoma"
"2188","Custer County",27469,29003,398,277,"Oklahoma"
"2189","Delaware County",41487,43009,425,608,"Oklahoma"
"2190","Dewey County",4810,4891,59,65,"Oklahoma"
"2191","Ellis County",4151,3859,43,51,"Oklahoma"
"2192","Garfield County",60580,61056,864,621,"Oklahoma"
"2193","Garvin County",27576,27711,328,351,"Oklahoma"
"2194","Grady County",52431,55834,567,532,"Oklahoma"
"2195","Grant County",4527,4333,48,49,"Oklahoma"
"2196","Greer County",6239,5712,52,54,"Oklahoma"
"2197","Harmon County",2922,2653,33,28,"Oklahoma"
"2198","Harper County",3685,3688,39,52,"Oklahoma"
"2199","Haskell County",12769,12627,120,136,"Oklahoma"
"2200","Hughes County",14003,13279,156,170,"Oklahoma"
"2201","Jackson County",26446,24530,359,215,"Oklahoma"
"2202","Jefferson County",6472,6002,61,83,"Oklahoma"
"2203","Johnston County",10957,11085,130,147,"Oklahoma"
"2204","Kay County",46562,43538,537,576,"Oklahoma"
"2205","Kingfisher County",15034,15765,180,145,"Oklahoma"
"2206","Kiowa County",9446,8708,113,107,"Oklahoma"
"2207","Latimer County",11154,10073,121,116,"Oklahoma"
"2208","Le Flore County",50384,49853,591,678,"Oklahoma"
"2209","Lincoln County",34273,34877,354,379,"Oklahoma"
"2210","Logan County",41848,48011,494,371,"Oklahoma"
"2211","Love County",9423,10253,113,112,"Oklahoma"
"2212","McClain County",34506,40474,414,386,"Oklahoma"
"2213","McCurtain County",33151,32832,444,429,"Oklahoma"
"2214","McIntosh County",20252,19596,183,318,"Oklahoma"
"2215","Major County",7527,7629,102,90,"Oklahoma"
"2216","Marshall County",15840,16931,200,170,"Oklahoma"
"2217","Mayes County",41259,41100,459,534,"Oklahoma"
"2218","Murray County",13488,14073,146,187,"Oklahoma"
"2219","Muskogee County",70990,67997,821,906,"Oklahoma"
"2220","Noble County",11561,11131,121,126,"Oklahoma"
"2221","Nowata County",10536,10076,126,135,"Oklahoma"
"2222","Okfuskee County",12191,11993,151,179,"Oklahoma"
"2223","Oklahoma County",718633,797434,11183,7172,"Oklahoma"
"2224","Okmulgee County",40069,38465,420,547,"Oklahoma"
"2225","Osage County",47472,46963,418,522,"Oklahoma"
"2226","Ottawa County",31848,31127,409,470,"Oklahoma"
"2227","Pawnee County",16577,16376,192,200,"Oklahoma"
"2228","Payne County",77350,81784,815,592,"Oklahoma"
"2229","Pittsburg County",45837,43654,508,616,"Oklahoma"
"2230","Pontotoc County",37492,38284,487,509,"Oklahoma"
"2231","Pottawatomie County",69442,72592,846,841,"Oklahoma"
"2232","Pushmataha County",11572,11096,110,144,"Oklahoma"
"2233","Roger Mills County",3647,3583,39,25,"Oklahoma"
"2234","Rogers County",86905,92459,1004,898,"Oklahoma"
"2235","Seminole County",25482,24258,304,354,"Oklahoma"
"2236","Sequoyah County",42391,41569,512,545,"Oklahoma"
"2237","Stephens County",45048,43143,491,571,"Oklahoma"
"2238","Texas County",20640,19983,350,149,"Oklahoma"
"2239","Tillman County",7992,7250,75,78,"Oklahoma"
"2240","Tulsa County",603403,651552,8762,6147,"Oklahoma"
"2241","Wagoner County",73085,81289,853,696,"Oklahoma"
"2242","Washington County",50976,51527,586,677,"Oklahoma"
"2243","Washita County",11629,10916,121,145,"Oklahoma"
"2244","Woods County",8878,8793,96,100,"Oklahoma"
"2245","Woodward County",20081,20211,247,222,"Oklahoma"
"2247","Baker County",16134,16124,153,211,"Oregon"
"2248","Benton County",85579,93053,701,584,"Oregon"
"2249","Clackamas County",375992,418187,3987,3559,"Oregon"
"2250","Clatsop County",37039,40224,377,398,"Oregon"
"2251","Columbia County",49351,52354,499,503,"Oregon"
"2252","Coos County",63043,64487,599,937,"Oregon"
"2253","Crook County",20978,24404,259,266,"Oregon"
"2254","Curry County",22364,22925,166,345,"Oregon"
"2255","Deschutes County",157733,197692,1857,1548,"Oregon"
"2256","Douglas County",107667,110980,1065,1473,"Oregon"
"2257","Gilliam County",1871,1912,16,27,"Oregon"
"2258","Grant County",7445,7199,63,86,"Oregon"
"2259","Harney County",7422,7393,63,78,"Oregon"
"2260","Hood River County",22346,23382,250,171,"Oregon"
"2261","Jackson County",203206,220944,2251,2325,"Oregon"
"2262","Jefferson County",21720,24658,281,250,"Oregon"
"2263","Josephine County",82713,87487,866,1190,"Oregon"
"2264","Klamath County",66380,68238,767,834,"Oregon"
"2265","Lake County",7895,7869,57,102,"Oregon"
"2266","Lane County",351715,382067,3425,3631,"Oregon"
"2267","Lincoln County",46034,49962,385,609,"Oregon"
"2268","Linn County",116672,129749,1512,1310,"Oregon"
"2269","Malheur County",31313,30571,396,260,"Oregon"
"2270","Marion County",315335,347818,4410,2893,"Oregon"
"2271","Morrow County",11173,11603,166,87,"Oregon"
"2272","Multnomah County",735334,812855,8338,6050,"Oregon"
"2273","Polk County",75403,86085,848,703,"Oregon"
"2274","Sherman County",1765,1780,15,11,"Oregon"
"2275","Tillamook County",25250,27036,230,303,"Oregon"
"2276","Umatilla County",75889,77950,949,665,"Oregon"
"2277","Union County",25748,26835,277,280,"Oregon"
"2278","Wallowa County",7008,7208,61,71,"Oregon"
"2279","Wasco County",25213,26682,299,299,"Oregon"
"2280","Washington County",529710,601592,6611,3582,"Oregon"
"2281","Wheeler County",1441,1332,10,18,"Oregon"
"2282","Yamhill County",99193,107100,1096,904,"Oregon"
"2284","Adams County",101407,103009,960,1013,"Pennsylvania"
"2285","Allegheny County",1223348,1216045,12668,13695,"Pennsylvania"
"2286","Armstrong County",68941,64735,643,881,"Pennsylvania"
"2287","Beaver County",170539,163929,1506,2071,"Pennsylvania"
"2288","Bedford County",49762,47888,447,553,"Pennsylvania"
"2289","Berks County",411442,421164,4708,3885,"Pennsylvania"
"2290","Blair County",127089,121829,1146,1619,"Pennsylvania"
"2291","Bradford County",62622,60323,632,725,"Pennsylvania"
"2292","Bucks County",625249,628270,5694,6111,"Pennsylvania"
"2293","Butler County",183862,187853,1714,1976,"Pennsylvania"
"2294","Cambria County",143679,130192,1218,1727,"Pennsylvania"
"2295","Cameron County",5085,4447,37,70,"Pennsylvania"
"2296","Carbon County",65249,64182,589,801,"Pennsylvania"
"2297","Centre County",153990,162385,1147,1105,"Pennsylvania"
"2298","Chester County",498886,524989,5292,4194,"Pennsylvania"
"2299","Clarion County",39988,38438,370,440,"Pennsylvania"
"2300","Clearfield County",81642,79255,732,943,"Pennsylvania"
"2301","Clinton County",39238,38632,368,396,"Pennsylvania"
"2302","Columbia County",67295,64964,515,730,"Pennsylvania"
"2303","Crawford County",88765,84629,908,961,"Pennsylvania"
"2304","Cumberland County",235406,253370,2585,2323,"Pennsylvania"
"2305","Dauphin County",268100,278299,3352,2577,"Pennsylvania"
"2306","Delaware County",558979,566747,6516,5504,"Pennsylvania"
"2307","Elk County",31946,29910,268,359,"Pennsylvania"
"2308","Erie County",280566,269728,2855,2801,"Pennsylvania"
"2309","Fayette County",136606,129274,1244,1820,"Pennsylvania"
"2310","Forest County",7716,7247,20,79,"Pennsylvania"
"2311","Franklin County",149618,155027,1730,1632,"Pennsylvania"
"2312","Fulton County",14845,14530,144,153,"Pennsylvania"
"2313","Greene County",38686,36233,361,430,"Pennsylvania"
"2314","Huntingdon County",45913,45144,354,532,"Pennsylvania"
"2315","Indiana County",88880,84073,760,896,"Pennsylvania"
"2316","Jefferson County",45200,43425,459,519,"Pennsylvania"
"2317","Juniata County",24636,24763,276,252,"Pennsylvania"
"2318","Lackawanna County",214437,209674,2037,2530,"Pennsylvania"
"2319","Lancaster County",519445,545724,7132,5160,"Pennsylvania"
"2320","Lawrence County",91108,85512,863,1090,"Pennsylvania"
"2321","Lebanon County",133568,141793,1581,1504,"Pennsylvania"
"2322","Lehigh County",349497,369318,4273,3347,"Pennsylvania"
"2323","Luzerne County",320918,317417,3241,3953,"Pennsylvania"
"2324","Lycoming County",116111,113299,1133,1320,"Pennsylvania"
"2325","McKean County",43450,40625,367,507,"Pennsylvania"
"2326","Mercer County",116638,109424,1056,1431,"Pennsylvania"
"2327","Mifflin County",46682,46138,574,527,"Pennsylvania"
"2328","Monroe County",169842,170271,1545,1618,"Pennsylvania"
"2329","Montgomery County",799874,830915,8602,7831,"Pennsylvania"
"2330","Montour County",18267,18230,211,221,"Pennsylvania"
"2331","Northampton County",297735,305285,2767,2986,"Pennsylvania"
"2332","Northumberland County",94528,90843,888,1093,"Pennsylvania"
"2333","Perry County",45969,46272,493,459,"Pennsylvania"
"2334","Philadelphia County",1526006,1584064,20924,15561,"Pennsylvania"
"2335","Pike County",57369,55809,411,527,"Pennsylvania"
"2336","Potter County",17457,16526,164,216,"Pennsylvania"
"2337","Schuylkill County",148289,141359,1282,1778,"Pennsylvania"
"2338","Snyder County",39702,40372,426,385,"Pennsylvania"
"2339","Somerset County",77742,73447,638,938,"Pennsylvania"
"2340","Sullivan County",6428,6066,41,97,"Pennsylvania"
"2341","Susquehanna County",43356,40328,352,472,"Pennsylvania"
"2342","Tioga County",41981,40591,402,481,"Pennsylvania"
"2343","Union County",44947,44923,402,422,"Pennsylvania"
"2344","Venango County",54984,50668,452,680,"Pennsylvania"
"2345","Warren County",41815,39191,417,531,"Pennsylvania"
"2346","Washington County",207820,206865,1926,2509,"Pennsylvania"
"2347","Wayne County",52822,51361,376,615,"Pennsylvania"
"2348","Westmoreland County",365169,348899,2869,4435,"Pennsylvania"
"2349","Wyoming County",28276,26794,259,321,"Pennsylvania"
"2350","York County",434972,449058,4868,4121,"Pennsylvania"
"2352","Bristol County",49875,48479,337,517,"Rhode Island"
"2353","Kent County",166158,164292,1547,1673,"Rhode Island"
"2354","Newport County",82888,82082,695,817,"Rhode Island"
"2355","Providence County",626667,638931,7062,5548,"Rhode Island"
"2356","Washington County",126979,125577,840,1247,"Rhode Island"
"2358","Abbeville County",25417,24527,231,275,"South Carolina"
"2359","Aiken County",160099,170872,1830,1824,"South Carolina"
"2360","Allendale County",10419,8688,81,102,"South Carolina"
"2361","Anderson County",187126,202558,2266,2200,"South Carolina"
"2362","Bamberg County",15987,14066,124,196,"South Carolina"
"2363","Barnwell County",22621,20866,234,286,"South Carolina"
"2364","Beaufort County",162233,192122,1923,1741,"South Carolina"
"2365","Berkeley County",177843,227907,2774,1647,"South Carolina"
"2366","Calhoun County",15175,14553,134,187,"South Carolina"
"2367","Charleston County",350209,411406,4763,3629,"South Carolina"
"2368","Cherokee County",55342,57300,652,624,"South Carolina"
"2369","Chester County",33140,32244,358,424,"South Carolina"
"2370","Chesterfield County",46734,45650,496,571,"South Carolina"
"2371","Clarendon County",34971,33745,302,408,"South Carolina"
"2372","Colleton County",38892,37677,449,570,"South Carolina"
"2373","Darlington County",68681,66618,737,840,"South Carolina"
"2374","Dillon County",32062,30479,413,372,"South Carolina"
"2375","Dorchester County",136555,162809,1813,1250,"South Carolina"
"2376","Edgefield County",26985,27260,192,301,"South Carolina"
"2377","Fairfield County",23956,22347,203,302,"South Carolina"
"2378","Florence County",136885,138293,1614,1558,"South Carolina"
"2379","Georgetown County",60158,62680,521,879,"South Carolina"
"2380","Greenville County",451225,523542,6308,4496,"South Carolina"
"2381","Greenwood County",69661,70811,811,803,"South Carolina"
"2382","Hampton County",21090,19222,196,239,"South Carolina"
"2383","Horry County",269291,354081,3161,3879,"South Carolina"
"2384","Jasper County",24777,30073,366,282,"South Carolina"
"2385","Kershaw County",61697,66551,725,794,"South Carolina"
"2386","Lancaster County",76652,98012,1010,1026,"South Carolina"
"2387","Laurens County",66537,67493,783,850,"South Carolina"
"2388","Lee County",19220,16828,165,272,"South Carolina"
"2389","Lexington County",262391,298750,3191,2555,"South Carolina"
"2390","McCormick County",10233,9463,53,153,"South Carolina"
"2391","Marion County",33062,30657,341,444,"South Carolina"
"2392","Marlboro County",28933,26118,270,310,"South Carolina"
"2393","Newberry County",37508,38440,395,454,"South Carolina"
"2394","Oconee County",74273,79546,701,958,"South Carolina"
"2395","Orangeburg County",92501,86175,950,1154,"South Carolina"
"2396","Pickens County",119224,126884,1159,1206,"South Carolina"
"2397","Richland County",384504,415759,4631,3232,"South Carolina"
"2398","Saluda County",19875,20473,226,199,"South Carolina"
"2399","Spartanburg County",284307,319785,3897,3178,"South Carolina"
"2400","Sumter County",107456,106721,1343,1075,"South Carolina"
"2401","Union County",28961,27316,294,378,"South Carolina"
"2402","Williamsburg County",34423,30368,302,394,"South Carolina"
"2403","York County",226073,280979,2965,2227,"South Carolina"
"2405","Aurora County",2710,2751,39,24,"South Dakota"
"2406","Beadle County",17398,18453,285,182,"South Dakota"
"2407","Bennett County",3431,3365,56,33,"South Dakota"
"2408","Bon Homme County",7070,6901,69,62,"South Dakota"
"2409","Brookings County",31965,35077,443,204,"South Dakota"
"2410","Brown County",36531,38839,501,353,"South Dakota"
"2411","Brule County",5255,5297,69,41,"South Dakota"
"2412","Buffalo County",1912,1962,35,37,"South Dakota"
"2413","Butte County",10110,10429,135,98,"South Dakota"
"2414","Campbell County",1466,1376,12,6,"South Dakota"
"2415","Charles Mix County",9129,9292,157,106,"South Dakota"
"2416","Clark County",3691,3736,64,30,"South Dakota"
"2417","Clay County",13864,14070,131,80,"South Dakota"
"2418","Codington County",27227,28009,316,235,"South Dakota"
"2419","Corson County",4050,4086,91,58,"South Dakota"
"2420","Custer County",8216,8972,68,89,"South Dakota"
"2421","Davison County",19504,19775,244,199,"South Dakota"
"2422","Day County",5710,5424,67,84,"South Dakota"
"2423","Deuel County",4364,4351,56,44,"South Dakota"
"2424","Dewey County",5301,5892,137,71,"South Dakota"
"2425","Douglas County",3002,2921,41,32,"South Dakota"
"2426","Edmunds County",4071,3829,36,41,"South Dakota"
"2427","Fall River County",7094,6713,46,100,"South Dakota"
"2428","Faulk County",2364,2299,35,20,"South Dakota"
"2429","Grant County",7356,7052,82,70,"South Dakota"
"2430","Gregory County",4271,4185,49,53,"South Dakota"
"2431","Haakon County",1937,1899,20,11,"South Dakota"
"2432","Hamlin County",5903,6164,119,55,"South Dakota"
"2433","Hand County",3431,3191,37,28,"South Dakota"
"2434","Hanson County",3331,3453,37,9,"South Dakota"
"2435","Harding County",1255,1298,16,6,"South Dakota"
"2436","Hughes County",17022,17526,228,161,"South Dakota"
"2437","Hutchinson County",7343,7291,109,94,"South Dakota"
"2438","Hyde County",1420,1301,18,9,"South Dakota"
"2439","Jackson County",3031,3344,83,20,"South Dakota"
"2440","Jerauld County",2071,2013,20,20,"South Dakota"
"2441","Jones County",1006,903,12,8,"South Dakota"
"2442","Kingsbury County",5148,4939,66,50,"South Dakota"
"2443","Lake County",11200,12797,129,113,"South Dakota"
"2444","Lawrence County",24097,25844,224,233,"South Dakota"
"2445","Lincoln County",44828,61128,866,252,"South Dakota"
"2446","Lyman County",3755,3781,65,25,"South Dakota"
"2447","McCook County",5618,5586,90,65,"South Dakota"
"2448","McPherson County",2459,2379,19,20,"South Dakota"
"2449","Marshall County",4656,4935,73,41,"South Dakota"
"2450","Meade County",25434,28332,257,207,"South Dakota"
"2451","Mellette County",2048,2061,36,26,"South Dakota"
"2452","Miner County",2389,2216,27,21,"South Dakota"
"2453","Minnehaha County",169468,193134,2873,1415,"South Dakota"
"2454","Moody County",6486,6576,82,55,"South Dakota"
"2455","Oglala Lakota County",13586,14177,284,172,"South Dakota"
"2456","Pennington County",100948,113775,1495,920,"South Dakota"
"2457","Perkins County",2982,2865,34,21,"South Dakota"
"2458","Potter County",2329,2153,21,26,"South Dakota"
"2459","Roberts County",10149,10394,167,111,"South Dakota"
"2460","Sanborn County",2355,2344,33,17,"South Dakota"
"2461","Spink County",6415,6376,81,69,"South Dakota"
"2462","Stanley County",2966,3098,37,7,"South Dakota"
"2463","Sully County",1373,1391,16,11,"South Dakota"
"2464","Todd County",9612,10177,238,131,"South Dakota"
"2465","Tripp County",5644,5441,86,56,"South Dakota"
"2466","Turner County",8347,8384,102,91,"South Dakota"
"2467","Union County",14399,15932,185,112,"South Dakota"
"2468","Walworth County",5438,5435,78,65,"South Dakota"
"2469","Yankton County",22438,22814,261,207,"South Dakota"
"2470","Ziebach County",2801,2756,23,25,"South Dakota"
"2472","Anderson County",75129,76978,792,932,"Tennessee"
"2473","Bedford County",45058,49713,678,482,"Tennessee"
"2474","Benton County",16489,16160,166,259,"Tennessee"
"2475","Bledsoe County",12876,15064,116,154,"Tennessee"
"2476","Blount County",123010,133088,1255,1414,"Tennessee"
"2477","Bradley County",98963,108110,1240,1113,"Tennessee"
"2478","Campbell County",40716,39842,438,581,"Tennessee"
"2479","Cannon County",13801,14678,180,155,"Tennessee"
"2480","Carroll County",28522,27767,296,394,"Tennessee"
"2481","Carter County",57424,56391,473,760,"Tennessee"
"2482","Cheatham County",39105,40667,451,403,"Tennessee"
"2483","Chester County",17131,17297,181,159,"Tennessee"
"2484","Claiborne County",32213,31959,333,427,"Tennessee"
"2485","Clay County",7861,7615,64,101,"Tennessee"
"2486","Cocke County",35662,36004,361,496,"Tennessee"
"2487","Coffee County",52796,56520,700,658,"Tennessee"
"2488","Crockett County",14586,14230,148,180,"Tennessee"
"2489","Cumberland County",56053,60520,512,843,"Tennessee"
"2490","Davidson County",626681,694144,9985,5565,"Tennessee"
"2491","Decatur County",11757,11663,108,159,"Tennessee"
"2492","DeKalb County",18723,20490,219,226,"Tennessee"
"2493","Dickson County",49666,53948,630,526,"Tennessee"
"2494","Dyer County",38335,37159,445,458,"Tennessee"
"2495","Fayette County",38413,41133,414,435,"Tennessee"
"2496","Fentress County",17959,18523,184,260,"Tennessee"
"2497","Franklin County",41052,42208,413,456,"Tennessee"
"2498","Gibson County",49683,49133,579,654,"Tennessee"
"2499","Giles County",29485,29464,301,371,"Tennessee"
"2500","Grainger County",22657,23320,222,296,"Tennessee"
"2501","Greene County",68831,69069,665,908,"Tennessee"
"2502","Grundy County",13703,13427,158,177,"Tennessee"
"2503","Hamblen County",62544,64934,780,724,"Tennessee"
"2504","Hamilton County",336463,367804,4213,3718,"Tennessee"
"2505","Hancock County",6819,6620,68,93,"Tennessee"
"2506","Hardeman County",27253,25050,218,289,"Tennessee"
"2507","Hardin County",26026,25652,237,356,"Tennessee"
"2508","Hawkins County",56833,56786,511,731,"Tennessee"
"2509","Haywood County",18787,17304,189,233,"Tennessee"
"2510","Henderson County",27769,28117,305,309,"Tennessee"
"2511","Henry County",32330,32345,300,481,"Tennessee"
"2512","Hickman County",24690,25178,255,283,"Tennessee"
"2513","Houston County",8426,8201,80,93,"Tennessee"
"2514","Humphreys County",18538,18582,230,254,"Tennessee"
"2515","Jackson County",11638,11786,94,163,"Tennessee"
"2516","Jefferson County",51407,54495,473,668,"Tennessee"
"2517","Johnson County",18244,17788,154,237,"Tennessee"
"2518","Knox County",432226,470313,5154,4548,"Tennessee"
"2519","Lake County",7832,7016,57,92,"Tennessee"
"2520","Lauderdale County",27815,25633,283,265,"Tennessee"
"2521","Lawrence County",41869,44142,585,539,"Tennessee"
"2522","Lewis County",12161,12268,141,142,"Tennessee"
"2523","Lincoln County",33361,34366,386,433,"Tennessee"
"2524","Loudon County",48556,54068,483,612,"Tennessee"
"2525","McMinn County",52266,53794,591,656,"Tennessee"
"2526","McNairy County",26075,25694,263,366,"Tennessee"
"2527","Macon County",22248,24602,341,281,"Tennessee"
"2528","Madison County",98294,97984,1193,985,"Tennessee"
"2529","Marion County",28237,28907,325,358,"Tennessee"
"2530","Marshall County",30617,34375,411,344,"Tennessee"
"2531","Maury County",80956,96387,1244,937,"Tennessee"
"2532","Meigs County",11753,12422,133,154,"Tennessee"
"2533","Monroe County",44519,46545,484,575,"Tennessee"
