"","CTYNAME","CENSUS2010POP","POPESTIMATE2019","BIRTHS2019","DEATHS2019","STNAME"
"2","Autauga County",54571,55869,624,541,"Alabama"
"3","Baldwin County",182265,223234,2304,2326,"Alabama"
"4","Barbour County",27457,24686,256,312,"Alabama"
"5","Bibb County",22915,22394,240,252,"Alabama"
"6","Blount County",57322,57826,651,657,"Alabama"
"7","Bullock County",10914,10101,109,109,"Alabama"
"8","Butler County",20947,19448,213,272,"Alabama"
"9","Calhoun County",118572,113605,1269,1532,"Alabama"
"10","Chambers County",34215,33254,354,441,"Alabama"
"11","Cherokee County",25989,26196,222,343,"Alabama"
"12","Chilton County",43643,44428,551,503,"Alabama"
"13","Choctaw County",13859,12589,133,176,"Alabama"
"14","Clarke County",25833,23622,266,324,"Alabama"
"15","Clay County",13932,13235,143,187,"Alabama"
"16","Cleburne County",14972,14910,187,189,"Alabama"
"17","Coffee County",49948,52342,599,570,"Alabama"
"18","Colbert County",54428,55241,630,719,"Alabama"
"19","Conecuh County",13228,12067,123,182,"Alabama"
"20","Coosa County",11539,10663,89,122,"Alabama"
"21","Covington County",37765,37049,413,543,"Alabama"
"22","Crenshaw County",13906,13772,137,179,"Alabama"
"23","Cullman County",80406,83768,990,1050,"Alabama"
"24","Dale County",50251,49172,648,546,"Alabama"
"25","Dallas County",43820,37196,438,542,"Alabama"
"26","DeKalb County",71109,71513,795,819,"Alabama"
"27","Elmore County",79303,81209,932,821,"Alabama"
"28","Escambia County",38319,36633,420,474,"Alabama"
"29","Etowah County",104430,102268,1175,1487,"Alabama"
"30","Fayette County",17241,16302,174,225,"Alabama"
"31","Franklin County",31704,31362,432,367,"Alabama"
"32","Geneva County",26790,26271,278,365,"Alabama"
"33","Greene County",9045,8111,96,93,"Alabama"
"34","Hale County",15760,14651,190,181,"Alabama"
"35","Henry County",17302,17205,167,213,"Alabama"
"36","Houston County",101547,105882,1304,1137,"Alabama"
"37","Jackson County",53227,51626,562,675,"Alabama"
"38","Jefferson County",658466,658573,8422,7343,"Alabama"
"39","Lamar County",14564,13805,159,172,"Alabama"
"40","Lauderdale County",92709,92729,876,1136,"Alabama"
"41","Lawrence County",34339,32924,349,428,"Alabama"
"42","Lee County",140247,164542,1825,1133,"Alabama"
"43","Limestone County",82782,98915,1014,864,"Alabama"
"44","Lowndes County",11299,9726,116,141,"Alabama"
"45","Macon County",21452,18068,172,264,"Alabama"
"46","Madison County",334811,372909,4242,3305,"Alabama"
"47","Marengo County",21027,18863,209,276,"Alabama"
"48","Marion County",30776,29709,302,405,"Alabama"
"49","Marshall County",93019,96774,1395,1155,"Alabama"
"50","Mobile County",412992,413210,5443,4576,"Alabama"
"51","Monroe County",23068,20733,199,278,"Alabama"
"52","Montgomery County",229363,226486,3058,2164,"Alabama"
"53","Morgan County",119490,119679,1402,1316,"Alabama"
"54","Perry County",10591,8923,95,121,"Alabama"
"55","Pickens County",19746,19930,205,235,"Alabama"
"56","Pike County",32899,33114,345,339,"Alabama"
"57","Randolph County",22913,22722,254,285,"Alabama"
"58","Russell County",52947,57961,810,608,"Alabama"
"59","St. Clair County",83593,89512,983,975,"Alabama"
"60","Shelby County",195085,217702,2237,1626,"Alabama"
"61","Sumter County",13763,12427,136,163,"Alabama"
"62","Talladega County",82291,79978,844,1044,"Alabama"
"63","Tallapoosa County",41616,40367,385,534,"Alabama"
"64","Tuscaloosa County",194656,209355,2431,1872,"Alabama"
"65","Walker County",67023,63521,750,969,"Alabama"
"66","Washington County",17581,16326,165,191,"Alabama"
"67","Wilcox County",11670,10373,133,162,"Alabama"
"68","Winston County",24484,23629,243,325,"Alabama"
"70","Aleutians East Borough",3141,3337,10,9,"Alaska"
"71","Aleutians West Census Area",5561,5634,38,7,"Alaska"
"72","Anchorage Municipality",291826,288000,3923,1847,"Alaska"
"73","Bethel Census Area",17013,18386,403,150,"Alaska"
"74","Bristol Bay Borough",997,836,8,7,"Alaska"
"75","Denali Borough",1826,2097,14,9,"Alaska"
"76","Dillingham Census Area",4847,4916,87,42,"Alaska"
"77","Fairbanks North Star Borough",97581,96849,1533,506,"Alaska"
"78","Haines Borough",2508,2530,20,7,"Alaska"
"79","Hoonah-Angoon Census Area",2150,2148,20,18,"Alaska"
"80","Juneau City and Borough",31275,31974,340,177,"Alaska"
"81","Kenai Peninsula Borough",55400,58708,665,541,"Alaska"
"82","Ketchikan Gateway Borough",13477,13901,153,88,"Alaska"
"83","Kodiak Island Borough",13592,12998,168,53,"Alaska"
"84","Kusilvak Census Area",7459,8314,233,103,"Alaska"
"85","Lake and Peninsula Borough",1631,1592,31,10,"Alaska"
"86","Matanuska-Susitna Borough",88995,108317,1368,646,"Alaska"
"87","Nome Census Area",9492,10004,197,101,"Alaska"
"88","North Slope Borough",9430,9832,151,57,"Alaska"
"89","Northwest Arctic Borough",7523,7621,167,90,"Alaska"
"90","Petersburg Borough",3815,3266,30,29,"Alaska"
"91","Prince of Wales-Hyder Census Area",5559,6203,59,53,"Alaska"
"92","Sitka City and Borough",8881,8493,77,58,"Alaska"
"93","Skagway Municipality",968,1183,8,14,"Alaska"
"94","Southeast Fairbanks Census Area",7029,6893,109,35,"Alaska"
"95","Valdez-Cordova Census Area",9636,9202,118,58,"Alaska"
"96","Wrangell City and Borough",2369,2502,21,34,"Alaska"
"97","Yakutat City and Borough",662,579,4,1,"Alaska"
"98","Yukon-Koyukuk Census Area",5588,5230,76,69,"Alaska"
"100","Apache County",71518,71887,934,702,"Arizona"
"101","Cochise County",131346,125922,1348,1312,"Arizona"
"102","Coconino County",134421,143476,1513,901,"Arizona"
"103","Gila County",53597,54018,514,811,"Arizona"
"104","Graham County",37220,38837,526,323,"Arizona"
"105","Greenlee County",8437,9498,144,49,"Arizona"
"106","La Paz County",20489,21108,191,310,"Arizona"
"107","Maricopa County",3817117,4485414,52722,33023,"Arizona"
"108","Mohave County",200186,212181,1752,3375,"Arizona"
"109","Navajo County",107449,110924,1447,1117,"Arizona"
"110","Pima County",980263,1047279,10891,10199,"Arizona"
"111","Pinal County",375770,462789,4568,3330,"Arizona"
"112","Santa Cruz County",47420,46498,619,316,"Arizona"
"113","Yavapai County",211033,235099,1782,3042,"Arizona"
"114","Yuma County",195751,213787,2991,1713,"Arizona"
"116","Arkansas County",19019,17486,206,216,"Arkansas"
"117","Ashley County",21853,19657,213,251,"Arkansas"
"118","Baxter County",41513,41932,349,695,"Arkansas"
"119","Benton County",221339,279141,3744,1820,"Arkansas"
"120","Boone County",36903,37432,407,460,"Arkansas"
"121","Bradley County",11508,10763,116,130,"Arkansas"
"122","Calhoun County",5368,5189,39,48,"Arkansas"
"123","Carroll County",27446,28380,301,305,"Arkansas"
"124","Chicot County",11800,10118,111,150,"Arkansas"
"125","Clark County",22995,22320,233,241,"Arkansas"
"126","Clay County",16083,14551,155,197,"Arkansas"
"127","Cleburne County",25970,24919,227,385,"Arkansas"
"128","Cleveland County",8689,7956,75,88,"Arkansas"
"129","Columbia County",24552,23457,262,279,"Arkansas"
"130","Conway County",21273,20846,227,213,"Arkansas"
"131","Craighead County",96443,110332,1456,1030,"Arkansas"
"132","Crawford County",61948,63257,758,658,"Arkansas"
"133","Crittenden County",50902,47955,722,534,"Arkansas"
"134","Cross County",17870,16419,194,207,"Arkansas"
"135","Dallas County",8116,7009,73,79,"Arkansas"
"136","Desha County",13008,11361,135,172,"Arkansas"
"137","Drew County",18509,18219,228,198,"Arkansas"
"138","Faulkner County",113237,126007,1516,920,"Arkansas"
"139","Franklin County",18125,17715,178,190,"Arkansas"
"140","Fulton County",12245,12477,134,201,"Arkansas"
"141","Garland County",96024,99386,1071,1347,"Arkansas"
"142","Grant County",17853,18265,172,188,"Arkansas"
"143","Greene County",42090,45325,587,505,"Arkansas"
"144","Hempstead County",22609,21532,291,233,"Arkansas"
"145","Hot Spring County",32923,33771,361,379,"Arkansas"
"146","Howard County",13789,13202,172,171,"Arkansas"
"147","Independence County",36647,37825,513,430,"Arkansas"
"148","Izard County",13696,13629,119,188,"Arkansas"
"149","Jackson County",17997,16719,187,206,"Arkansas"
"150","Jefferson County",77435,66824,788,827,"Arkansas"
"151","Johnson County",25540,26578,326,252,"Arkansas"
"152","Lafayette County",7645,6624,61,94,"Arkansas"
"153","Lawrence County",17415,16406,194,249,"Arkansas"
"154","Lee County",10424,8857,81,120,"Arkansas"
"155","Lincoln County",14134,13024,100,146,"Arkansas"
"156","Little River County",13171,12259,136,176,"Arkansas"
"157","Logan County",22353,21466,235,296,"Arkansas"
"158","Lonoke County",68356,73309,858,690,"Arkansas"
"159","Madison County",15717,16576,207,141,"Arkansas"
"160","Marion County",16653,16694,141,278,"Arkansas"
"161","Miller County",43462,43257,520,471,"Arkansas"
"162","Mississippi County",46480,40651,580,498,"Arkansas"
"163","Monroe County",8149,6701,67,114,"Arkansas"
"164","Montgomery County",9487,8986,88,148,"Arkansas"
"165","Nevada County",8997,8252,102,104,"Arkansas"
"166","Newton County",8330,7753,84,108,"Arkansas"
"167","Ouachita County",26120,23382,249,338,"Arkansas"
"168","Perry County",10445,10455,117,138,"Arkansas"
"169","Phillips County",21757,17782,267,255,"Arkansas"
"170","Pike County",11291,10718,102,130,"Arkansas"
"171","Poinsett County",24583,23528,310,334,"Arkansas"
"172","Polk County",20662,19964,215,286,"Arkansas"
"173","Pope County",61754,64072,765,593,"Arkansas"
"174","Prairie County",8715,8062,80,116,"Arkansas"
"175","Pulaski County",382748,391911,5067,3795,"Arkansas"
"176","Randolph County",17969,17958,235,255,"Arkansas"
"177","St. Francis County",28258,24994,305,315,"Arkansas"
"178","Saline County",107118,122437,1280,1100,"Arkansas"
"179","Scott County",11233,10281,112,117,"Arkansas"
"180","Searcy County",8195,7881,73,111,"Arkansas"
"181","Sebastian County",125744,127827,1780,1276,"Arkansas"
"182","Sevier County",17058,17007,246,149,"Arkansas"
"183","Sharp County",17264,17442,193,240,"Arkansas"
"184","Stone County",12394,12506,111,166,"Arkansas"
"185","Union County",41639,38682,480,550,"Arkansas"
"186","Van Buren County",17295,16545,141,250,"Arkansas"
"187","Washington County",203065,239187,3203,1599,"Arkansas"
"188","White County",77076,78753,881,837,"Arkansas"
"189","Woodruff County",7260,6320,70,102,"Arkansas"
"190","Yell County",22185,21341,258,244,"Arkansas"
"192","Alameda County",1510271,1671329,18628,10944,"California"
"193","Alpine County",1175,1129,10,5,"California"
"194","Amador County",38091,39752,307,427,"California"
"195","Butte County",220000,219186,2422,2527,"California"
"196","Calaveras County",45578,45905,397,528,"California"
"197","Colusa County",21419,21547,282,129,"California"
"198","Contra Costa County",1049025,1153526,12070,8478,"California"
"199","Del Norte County",28610,27812,261,255,"California"
"200","El Dorado County",181058,192843,1624,1699,"California"
"201","Fresno County",930450,999101,14506,7467,"California"
"202","Glenn County",28122,28393,371,251,"California"
"203","Humboldt County",134623,135558,1352,1390,"California"
"204","Imperial County",174528,181215,2728,1079,"California"
"205","Inyo County",18546,18039,191,172,"California"
"206","Kern County",839631,900202,13144,6478,"California"
"207","Kings County",152982,152940,2321,887,"California"
"208","Lake County",64665,64386,731,848,"California"
"209","Lassen County",34895,30573,281,202,"California"
"210","Los Angeles County",9818605,10039107,112963,68164,"California"
"211","Madera County",150865,157327,2108,1060,"California"
"212","Marin County",252409,258826,2149,1998,"California"
"213","Mariposa County",18251,17203,149,180,"California"
"214","Mendocino County",87841,86749,933,860,"California"
"215","Merced County",255793,277680,4086,1787,"California"
"216","Modoc County",9686,8841,71,100,"California"
"217","Mono County",14202,14444,126,30,"California"
"218","Monterey County",415057,434061,5797,2742,"California"
"219","Napa County",136484,137744,1235,1279,"California"
"220","Nevada County",98764,99755,778,986,"California"
"221","Orange County",3010232,3175692,36406,21518,"California"
"222","Placer County",348432,398329,3721,3480,"California"
"223","Plumas County",20007,18807,157,213,"California"
"224","Riverside County",2189641,2470546,29482,18148,"California"
"225","Sacramento County",1418788,1552058,19192,12368,"California"
"226","San Benito County",55269,62808,774,324,"California"
"227","San Bernardino County",2035210,2180085,29341,15223,"California"
"228","San Diego County",3095313,3338330,40603,23052,"California"
"229","San Francisco County",805235,881549,8868,6359,"California"
"230","San Joaquin County",685306,762148,9975,5838,"California"
"231","San Luis Obispo County",269637,283111,2488,2465,"California"
"232","San Mateo County",718451,766573,8425,5187,"California"
"233","Santa Barbara County",423895,446499,5390,3288,"California"
"234","Santa Clara County",1781642,1927852,21713,11258,"California"
"235","Santa Cruz County",262382,273213,2540,1885,"California"
"236","Shasta County",177223,180080,1977,2297,"California"
"237","Sierra County",3240,3005,25,37,"California"
"238","Siskiyou County",44900,43539,382,525,"California"
"239","Solano County",413344,447643,5088,3711,"California"
"240","Sonoma County",483878,494336,4509,4379,"California"
"241","Stanislaus County",514453,550660,7393,4317,"California"
"242","Sutter County",94737,96971,1267,834,"California"
"243","Tehama County",63463,65084,739,661,"California"
"244","Trinity County",13786,12285,118,161,"California"
"245","Tulare County",442179,466195,7032,3209,"California"
"246","Tuolumne County",55365,54478,466,621,"California"
"247","Ventura County",823318,846006,9161,6241,"California"
"248","Yolo County",200849,220500,2215,1386,"California"
"249","Yuba County",72155,78668,1149,583,"California"
"251","Adams County",441603,517421,6777,3208,"Colorado"
"252","Alamosa County",15445,16233,198,115,"Colorado"
"253","Arapahoe County",572003,656590,7605,4149,"Colorado"
"254","Archuleta County",12084,14029,127,93,"Colorado"
"255","Baca County",3788,3581,37,46,"Colorado"
"256","Bent County",6499,5577,36,57,"Colorado"
"257","Boulder County",294567,326196,2609,1935,"Colorado"
"258","Broomfield County",55889,70465,651,413,"Colorado"
"259","Chaffee County",17809,20356,131,175,"Colorado"
"260","Cheyenne County",1836,1831,17,13,"Colorado"
"261","Clear Creek County",9088,9700,73,57,"Colorado"
"262","Conejos County",8256,8205,86,73,"Colorado"
"263","Costilla County",3524,3887,37,34,"Colorado"
"264","Crowley County",5823,6061,30,35,"Colorado"
"265","Custer County",4255,5068,33,40,"Colorado"
"266","Delta County",30952,31162,283,394,"Colorado"
"267","Denver County",600158,727211,9372,4995,"Colorado"
"268","Dolores County",2064,2055,11,10,"Colorado"
"269","Douglas County",285465,351154,3472,1493,"Colorado"
"270","Eagle County",52197,55127,559,129,"Colorado"
"271","Elbert County",23086,26729,196,148,"Colorado"
"272","El Paso County",622263,720403,9512,4845,"Colorado"
"273","Fremont County",46824,47839,381,564,"Colorado"
"274","Garfield County",56389,60061,781,380,"Colorado"
"275","Gilpin County",5441,6243,36,24,"Colorado"
"276","Grand County",14843,15734,109,66,"Colorado"
"277","Gunnison County",15324,17462,130,70,"Colorado"
"278","Hinsdale County",843,820,2,3,"Colorado"
"279","Huerfano County",6711,6897,48,96,"Colorado"
"280","Jackson County",1394,1392,16,10,"Colorado"
"281","Jefferson County",534543,582881,5822,4599,"Colorado"
"282","Kiowa County",1398,1406,18,11,"Colorado"
"283","Kit Carson County",8270,7097,78,74,"Colorado"
"284","Lake County",7310,8127,86,28,"Colorado"
"285","La Plata County",51334,56221,472,367,"Colorado"
"286","Larimer County",299630,356899,3337,2295,"Colorado"
"287","Las Animas County",15507,14506,117,160,"Colorado"
"288","Lincoln County",5467,5701,61,44,"Colorado"
"289","Logan County",22709,22409,217,195,"Colorado"
"290","Mesa County",146723,154210,1631,1515,"Colorado"
"291","Mineral County",712,769,8,5,"Colorado"
"292","Moffat County",13795,13283,170,81,"Colorado"
"293","Montezuma County",25535,26183,263,279,"Colorado"
"294","Montrose County",41276,42758,428,434,"Colorado"
"295","Morgan County",28159,29068,438,240,"Colorado"
"296","Otero County",18831,18278,216,235,"Colorado"
"297","Ouray County",4436,4952,20,34,"Colorado"
"298","Park County",16206,18845,134,117,"Colorado"
"299","Phillips County",4442,4265,42,57,"Colorado"
"300","Pitkin County",17148,17767,130,55,"Colorado"
"301","Prowers County",12551,12172,158,115,"Colorado"
"302","Pueblo County",159063,168424,1808,1834,"Colorado"
"303","Rio Blanco County",6666,6324,62,43,"Colorado"
"304","Rio Grande County",11982,11267,115,113,"Colorado"
"305","Routt County",23509,25638,207,133,"Colorado"
"306","Saguache County",6108,6824,69,59,"Colorado"
"307","San Juan County",699,728,4,4,"Colorado"
"308","San Miguel County",7359,8179,61,24,"Colorado"
"309","Sedgwick County",2379,2248,13,32,"Colorado"
"310","Summit County",27994,31011,266,69,"Colorado"
"311","Teller County",23350,25388,176,198,"Colorado"
"312","Washington County",4814,4908,47,48,"Colorado"
"313","Weld County",252825,324492,4360,1856,"Colorado"
"314","Yuma County",10043,10019,135,93,"Colorado"
"316","Fairfield County",916829,943332,9603,6960,"Connecticut"
"317","Hartford County",894014,891720,9126,8275,"Connecticut"
"318","Litchfield County",189927,180333,1382,1838,"Connecticut"
"319","Middlesex County",165676,162436,1248,1552,"Connecticut"
"320","New Haven County",862477,854757,8512,7887,"Connecticut"
"321","New London County",274055,265206,2502,2521,"Connecticut"
"322","Tolland County",152691,150721,1134,1048,"Connecticut"
"323","Windham County",118428,116782,1060,1068,"Connecticut"
"325","Kent County",162310,180786,2127,1757,"Delaware"
"326","New Castle County",538479,558753,6268,4916,"Delaware"
"327","Sussex County",197145,234225,2288,2781,"Delaware"
"331","Alachua County",247336,269043,2775,2081,"Florida"
"332","Baker County",27115,29210,322,273,"Florida"
"333","Bay County",168852,174705,2222,1989,"Florida"
"334","Bradford County",28520,28201,285,349,"Florida"
"335","Brevard County",543376,601942,5258,7468,"Florida"
"336","Broward County",1748066,1952778,21829,16032,"Florida"
"337","Calhoun County",14625,14105,133,165,"Florida"
"338","Charlotte County",159978,188910,1047,2841,"Florida"
"339","Citrus County",141236,149657,1066,2706,"Florida"
"340","Clay County",190865,219252,2183,1877,"Florida"
"341","Collier County",321520,384902,3160,3867,"Florida"
"342","Columbia County",67531,71686,804,863,"Florida"
"343","DeSoto County",34862,38001,389,362,"Florida"
"344","Dixie County",16422,16826,141,228,"Florida"
"345","Duval County",864263,957755,13013,8855,"Florida"
"346","Escambia County",297619,318316,3804,3536,"Florida"
"347","Flagler County",95696,115081,807,1385,"Florida"
"348","Franklin County",11549,12125,94,111,"Florida"
"349","Gadsden County",46389,45660,520,522,"Florida"
"350","Gilchrist County",16939,18582,182,206,"Florida"
"351","Glades County",12884,13811,64,129,"Florida"
"352","Gulf County",15863,13639,112,186,"Florida"
"353","Hamilton County",14799,14428,164,129,"Florida"
"354","Hardee County",27731,26937,339,193,"Florida"
"355","Hendry County",39140,42022,576,356,"Florida"
"356","Hernando County",172778,193920,1597,2850,"Florida"
"357","Highlands County",98786,106221,854,1627,"Florida"
"358","Hillsborough County",1229226,1471968,17267,11696,"Florida"
"359","Holmes County",19927,19617,198,250,"Florida"
"360","Indian River County",138028,159923,1283,2177,"Florida"
"361","Jackson County",49746,46414,502,636,"Florida"
"362","Jefferson County",14761,14246,122,146,"Florida"
"363","Lafayette County",8870,8422,63,77,"Florida"
"364","Lake County",297052,367118,3388,4431,"Florida"
"365","Lee County",618754,770577,6760,7950,"Florida"
"366","Leon County",275487,293582,2984,1945,"Florida"
"367","Levy County",40801,41503,409,551,"Florida"
"368","Liberty County",8365,8354,71,77,"Florida"
"369","Madison County",19224,18493,177,239,"Florida"
"370","Manatee County",322833,403253,3482,4334,"Florida"
"371","Marion County",331298,365579,3495,5162,"Florida"
"372","Martin County",146318,161000,1258,2026,"Florida"
"373","Miami-Dade County",2496435,2716940,30789,21689,"Florida"
"374","Monroe County",73090,74228,685,736,"Florida"
"375","Nassau County",73314,88625,858,979,"Florida"
"376","Okaloosa County",180822,210738,2692,1940,"Florida"
"377","Okeechobee County",39996,42168,542,447,"Florida"
"378","Orange County",1145956,1393452,16922,8890,"Florida"
"379","Osceola County",268685,375751,4498,2465,"Florida"
"380","Palm Beach County",1320134,1496770,14947,15460,"Florida"
"381","Pasco County",464697,553947,5186,6466,"Florida"
"382","Pinellas County",916542,974996,8104,12833,"Florida"
"383","Polk County",602095,724777,8043,7237,"Florida"
"384","Putnam County",74364,74521,826,1033,"Florida"
"385","St. Johns County",190039,264672,2216,2105,"Florida"
"386","St. Lucie County",277789,328297,3082,3501,"Florida"
"387","Santa Rosa County",151372,184313,1971,1692,"Florida"
"388","Sarasota County",379448,433742,2835,6127,"Florida"
"389","Seminole County",422718,471826,4714,3672,"Florida"
"390","Sumter County",93420,132420,478,2017,"Florida"
"391","Suwannee County",41551,44417,444,561,"Florida"
"392","Taylor County",22570,21569,216,258,"Florida"
"393","Union County",15535,15237,149,224,"Florida"
"394","Volusia County",494593,553284,4933,7178,"Florida"
"395","Wakulla County",30776,33739,329,276,"Florida"
"396","Walton County",55043,74071,780,718,"Florida"
"397","Washington County",24896,25473,257,305,"Florida"
"399","Appling County",18236,18386,225,213,"Georgia"
"400","Atkinson County",8375,8165,122,61,"Georgia"
"401","Bacon County",11096,11164,158,108,"Georgia"
"402","Baker County",3451,3038,30,22,"Georgia"
"403","Baldwin County",45720,44890,411,480,"Georgia"
"404","Banks County",18395,19234,219,158,"Georgia"
"405","Barrow County",69367,83240,1062,659,"Georgia"
"406","Bartow County",100157,107738,1268,982,"Georgia"
"407","Ben Hill County",17634,16700,197,225,"Georgia"
"408","Berrien County",19286,19397,236,237,"Georgia"
"409","Bibb County",155547,153159,2074,1745,"Georgia"
"410","Bleckley County",13063,12873,129,110,"Georgia"
"411","Brantley County",18411,19109,221,216,"Georgia"
"412","Brooks County",16243,15457,149,199,"Georgia"
"413","Bryan County",30233,39627,541,258,"Georgia"
"414","Bulloch County",70217,79608,890,561,"Georgia"
"415","Burke County",23316,22383,290,247,"Georgia"
"416","Butts County",23655,24936,291,278,"Georgia"
"417","Calhoun County",6694,6189,53,49,"Georgia"
"418","Camden County",50513,54666,768,372,"Georgia"
"419","Candler County",10998,10803,130,125,"Georgia"
"420","Carroll County",110527,119992,1535,1093,"Georgia"
"421","Catoosa County",63942,67580,674,676,"Georgia"
"422","Charlton County",12171,13392,109,107,"Georgia"
"423","Chatham County",265128,289430,3549,2570,"Georgia"
"424","Chattahoochee County",11267,10907,239,24,"Georgia"
"425","Chattooga County",26015,24789,299,310,"Georgia"
"426","Cherokee County",214346,258773,2721,1656,"Georgia"
"427","Clarke County",116714,128331,1339,806,"Georgia"
"428","Clay County",3183,2834,22,35,"Georgia"
"429","Clayton County",259424,292256,4074,1852,"Georgia"
"430","Clinch County",6798,6618,83,57,"Georgia"
"431","Cobb County",688078,760141,9155,4719,"Georgia"
"432","Coffee County",42356,43273,592,411,"Georgia"
"433","Colquitt County",45498,45600,605,471,"Georgia"
"434","Columbia County",124053,156714,1770,1035,"Georgia"
"435","Cook County",17212,17270,205,203,"Georgia"
"436","Coweta County",127317,148509,1680,1096,"Georgia"
"437","Crawford County",12630,12404,91,133,"Georgia"
"438","Crisp County",23439,22372,256,289,"Georgia"
"439","Dade County",16633,16116,151,183,"Georgia"
"440","Dawson County",22330,26108,271,239,"Georgia"
"441","Decatur County",27842,26404,361,331,"Georgia"
"442","DeKalb County",691893,759297,10825,5028,"Georgia"
"443","Dodge County",21796,20605,215,240,"Georgia"
"444","Dooly County",14918,13390,88,118,"Georgia"
"445","Dougherty County",94565,87956,1255,951,"Georgia"
"446","Douglas County",132403,146343,1720,1047,"Georgia"
"447","Early County",11008,10190,128,142,"Georgia"
"448","Echols County",4034,4006,26,12,"Georgia"
"449","Effingham County",52250,64296,795,478,"Georgia"
"450","Elbert County",20166,19194,206,266,"Georgia"
"451","Emanuel County",22598,22646,295,274,"Georgia"
"452","Evans County",11000,10654,127,128,"Georgia"
"453","Fannin County",23682,26188,223,349,"Georgia"
"454","Fayette County",106567,114421,875,897,"Georgia"
"455","Floyd County",96317,98498,1133,1140,"Georgia"
"456","Forsyth County",175511,244252,2435,1340,"Georgia"
"457","Franklin County",22084,23349,287,300,"Georgia"
"458","Fulton County",920581,1063937,12612,7418,"Georgia"
"459","Gilmer County",28292,31369,313,367,"Georgia"
"460","Glascock County",3082,2971,29,35,"Georgia"
"461","Glynn County",79626,85292,916,923,"Georgia"
"462","Gordon County",55186,57963,669,571,"Georgia"
"463","Grady County",25011,24633,299,264,"Georgia"
"464","Greene County",15994,18324,176,228,"Georgia"
"465","Gwinnett County",805321,936250,11368,4729,"Georgia"
"466","Habersham County",43041,45328,537,449,"Georgia"
"467","Hall County",179684,204441,2586,1600,"Georgia"
"468","Hancock County",9429,8457,49,120,"Georgia"
"469","Haralson County",28780,29792,350,347,"Georgia"
"470","Harris County",32024,35236,307,332,"Georgia"
"471","Hart County",25213,26205,249,312,"Georgia"
"472","Heard County",11834,11923,125,128,"Georgia"
"473","Henry County",203922,234561,2602,1679,"Georgia"
"474","Houston County",139900,157863,1958,1284,"Georgia"
"475","Irwin County",9538,9416,104,114,"Georgia"
"476","Jackson County",60485,72977,918,614,"Georgia"
"477","Jasper County",13900,14219,145,138,"Georgia"
"478","Jeff Davis County",15068,15115,190,150,"Georgia"
"479","Jefferson County",16930,15362,179,226,"Georgia"
"480","Jenkins County",8340,8676,97,107,"Georgia"
"481","Johnson County",9980,9643,105,113,"Georgia"
"482","Jones County",28669,28735,216,292,"Georgia"
"483","Lamar County",18317,19077,215,236,"Georgia"
"484","Lanier County",10078,10423,116,114,"Georgia"
"485","Laurens County",48434,47546,615,561,"Georgia"
"486","Lee County",28298,29992,325,245,"Georgia"
"487","Liberty County",63453,61435,1361,384,"Georgia"
"488","Lincoln County",7996,7921,75,94,"Georgia"
"489","Long County",14464,19559,270,113,"Georgia"
"490","Lowndes County",109233,117406,1643,993,"Georgia"
"491","Lumpkin County",29966,33610,279,300,"Georgia"
"492","McDuffie County",21875,21312,261,251,"Georgia"
"493","McIntosh County",14333,14378,111,141,"Georgia"
"494","Macon County",14740,12947,124,160,"Georgia"
"495","Madison County",28120,29880,317,308,"Georgia"
"496","Marion County",8742,8359,86,90,"Georgia"
"497","Meriwether County",21992,21167,239,268,"Georgia"
"498","Miller County",6125,5718,69,85,"Georgia"
"499","Mitchell County",23498,21863,245,236,"Georgia"
"500","Monroe County",26424,27578,241,342,"Georgia"
"501","Montgomery County",9123,9172,102,86,"Georgia"
"502","Morgan County",17868,19276,215,172,"Georgia"
"503","Murray County",39628,40096,475,416,"Georgia"
"504","Muscogee County",189885,195769,2774,1922,"Georgia"
"505","Newton County",99958,111744,1373,906,"Georgia"
"506","Oconee County",32808,40280,359,249,"Georgia"
"507","Oglethorpe County",14899,15259,163,154,"Georgia"
"508","Paulding County",142324,168667,1860,1079,"Georgia"
"509","Peach County",27695,27546,339,283,"Georgia"
"510","Pickens County",29431,32591,297,349,"Georgia"
"511","Pierce County",18758,19465,263,226,"Georgia"
"512","Pike County",17869,18962,205,189,"Georgia"
"513","Polk County",41475,42613,580,489,"Georgia"
"514","Pulaski County",12010,11137,92,114,"Georgia"
"515","Putnam County",21218,22119,212,276,"Georgia"
"516","Quitman County",2513,2299,16,24,"Georgia"
"517","Rabun County",16276,17137,144,212,"Georgia"
"518","Randolph County",7719,6778,63,71,"Georgia"
"519","Richmond County",200549,202518,2893,2040,"Georgia"
"520","Rockdale County",85215,90896,971,750,"Georgia"
"521","Schley County",5010,5257,46,38,"Georgia"
"522","Screven County",14593,13966,196,176,"Georgia"
"523","Seminole County",8729,8090,94,116,"Georgia"
"524","Spalding County",64073,66703,824,827,"Georgia"
"525","Stephens County",26175,25925,317,356,"Georgia"
"526","Stewart County",6058,6621,34,62,"Georgia"
"527","Sumter County",32819,29524,377,339,"Georgia"
"528","Talbot County",6865,6195,63,91,"Georgia"
"529","Taliaferro County",1717,1537,13,27,"Georgia"
"530","Tattnall County",25520,25286,254,245,"Georgia"
"531","Taylor County",8906,8020,86,83,"Georgia"
"532","Telfair County",16500,15860,137,156,"Georgia"
"533","Terrell County",9315,8531,98,115,"Georgia"
"534","Thomas County",44720,44451,531,516,"Georgia"
